run_date,riding_id,name,province,incumbent_party,projected_winner,win_prob,rating,projected_margin,lib_proj_vote_share,con_proj_vote_share,ndp_proj_vote_share,bq_proj_vote_share,grn_proj_vote_share,ppc_proj_vote_share,oth_proj_vote_share,lib_win_pct,con_win_pct,ndp_win_pct,bq_win_pct,grn_win_pct,ppc_win_pct,oth_win_pct
2025-04-29,12004,Cumberland--Colchester,NS,lib,con,0.5041169241481349,Toss-up,0.0010835409284793,0.4701048995144072,0.4711884404428866,0.0386593531539861,0.0,0.0128532438232391,0.0060153975938353,0.0011786654716455,0.495625554520409,0.5041169241481349,5.150426629121989e-05,5.150426629121989e-05,5.150426629121989e-05,5.150426629121989e-05,5.150426629121989e-05
2025-04-30,12004,Cumberland--Colchester,NS,lib,con,0.5041169241481351,Toss-up,0.0010835409284794,0.4701048995144071,0.4711884404428866,0.0386593531539861,0.0,0.0128532438232391,0.0060153975938353,0.0011786654716455,0.4956295050419591,0.5041169241481351,5.071416198116843e-05,5.071416198116843e-05,5.071416198116843e-05,5.071416198116843e-05,5.071416198116843e-05
2025-05-01,12004,Cumberland--Colchester,NS,lib,con,0.5041169241481357,Toss-up,0.0010835409284796,0.4701048995144071,0.4711884404428867,0.038659353153986,0.0,0.0128532438232391,0.0060153975938353,0.0011786654716455,0.4956278344086628,0.5041169241481357,5.104828864029898e-05,5.104828864029898e-05,5.104828864029898e-05,5.104828864029898e-05,5.104828864029898e-05
2025-05-02,12004,Cumberland--Colchester,NS,lib,con,0.5002823014524836,Toss-up,7.429813209780534e-05,0.4599599316494432,0.460034229781541,0.0443473247294282,0.0,0.0251890347812126,0.0086757573946643,0.0017937216637105,0.4994666345912525,0.5002823014524836,5.021279125276491e-05,5.021279125276491e-05,5.021279125276491e-05,5.021279125276491e-05,5.021279125276491e-05
2025-05-03,12004,Cumberland--Colchester,NS,lib,con,0.5002823014524838,Toss-up,7.429813209786085e-05,0.4599599316494431,0.460034229781541,0.0443473247294282,0.0,0.0251890347812126,0.0086757573946643,0.0017937216637105,0.499466331495933,0.5002823014524838,5.027341031665154e-05,5.027341031665154e-05,5.027341031665154e-05,5.027341031665154e-05,5.027341031665154e-05
2025-05-04,12004,Cumberland--Colchester,NS,lib,lib,0.5,Toss-up,0.0,0.459959931649443,0.4600342297815411,0.0443473247294282,0.0,0.0251890347812126,0.0086757573946643,0.0017937216637105,0.5,0.4997485921158488,5.028157683024939e-05,5.028157683024939e-05,5.028157683024939e-05,5.028157683024939e-05,5.028157683024939e-05
2025-05-05,12004,Cumberland--Colchester,NS,lib,lib,0.5,Toss-up,0.0,0.459959931649443,0.4600342297815411,0.0443473247294282,0.0,0.0251890347812126,0.0086757573946643,0.0017937216637105,0.5,0.4997486426704202,5.02714659159461e-05,5.02714659159461e-05,5.02714659159461e-05,5.02714659159461e-05,5.02714659159461e-05
2025-05-06,12004,Cumberland--Colchester,NS,lib,lib,0.5,Toss-up,0.0,0.459959931649443,0.4600342297815411,0.0443473247294282,0.0,0.0251890347812126,0.0086757573946644,0.0017937216637105,0.5,0.4997488951386099,5.022097227802331e-05,5.022097227802331e-05,5.022097227802331e-05,5.022097227802331e-05,5.022097227802331e-05
2025-05-07,12004,Cumberland--Colchester,NS,lib,lib,0.5,Toss-up,0.0,0.459959931649443,0.4600342297815411,0.0443473247294282,0.0,0.0251890347812126,0.0086757573946643,0.0017937216637105,0.5,0.4997474747474748,5.050505050505051e-05,5.050505050505051e-05,5.050505050505051e-05,5.050505050505051e-05,5.050505050505051e-05
2025-05-08,12004,Cumberland--Colchester,NS,lib,lib,0.5,Toss-up,0.0,0.459959931649443,0.460034229781541,0.0443473247294282,0.0,0.0251890347812126,0.0086757573946643,0.0017937216637104,0.5,0.4997472705216336,5.054589567327133e-05,5.054589567327133e-05,5.054589567327133e-05,5.054589567327133e-05,5.054589567327133e-05
