run_date,riding_id,name,province,incumbent_party,projected_winner,win_prob,rating,projected_margin,lib_proj_vote_share,con_proj_vote_share,ndp_proj_vote_share,bq_proj_vote_share,grn_proj_vote_share,ppc_proj_vote_share,oth_proj_vote_share,lib_win_pct,con_win_pct,ndp_win_pct,bq_win_pct,grn_win_pct,ppc_win_pct,oth_win_pct
2025-04-29,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9807263548998212,Safe Liberal,0.2172364069354248,0.5801519237712587,0.3629155168358338,0.0483321913425996,0.0,0.0035809432087311,0.0050194248415765,0.0,0.9807263548998212,0.0032122741833634,0.0032122741833634,0.0032122741833634,0.0032122741833634,0.0032122741833634,0.0032122741833634
2025-04-30,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9807263548998212,Safe Liberal,0.2172364069354243,0.5801519237712585,0.3629155168358341,0.0483321913425996,0.0,0.0035809432087311,0.0050194248415765,0.0,0.9807263548998212,0.0032122741833635,0.0032122741833635,0.0032122741833635,0.0032122741833635,0.0032122741833635,0.0032122741833635
2025-05-01,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9807263548998212,Safe Liberal,0.2172364069354246,0.5801519237712587,0.3629155168358341,0.0483321913425996,0.0,0.0035809432087311,0.0050194248415765,0.0,0.9807263548998212,0.0032122741833635,0.0032122741833635,0.0032122741833635,0.0032122741833635,0.0032122741833635,0.0032122741833635
2025-05-02,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9797524158277184,Safe Liberal,0.215102344507607,0.5724077851221987,0.3573054406145917,0.0559097951214226,0.0,0.0070767651825113,0.0073002139592755,0.0,0.9797524158277184,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473
2025-05-03,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9797524158277184,Safe Liberal,0.2151023445076071,0.5724077851221988,0.3573054406145917,0.0559097951214225,0.0,0.0070767651825113,0.0073002139592755,0.0,0.9797524158277184,0.0033745973620472,0.0033745973620472,0.0033745973620472,0.0033745973620472,0.0033745973620472,0.0033745973620472
2025-05-04,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9797524158277184,Safe Liberal,0.2151023445076071,0.5724077851221988,0.3573054406145917,0.0559097951214226,0.0,0.0070767651825113,0.0073002139592755,0.0,0.9797524158277184,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473
2025-05-05,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9797524158277184,Safe Liberal,0.215102344507607,0.5724077851221987,0.3573054406145917,0.0559097951214225,0.0,0.0070767651825113,0.0073002139592755,0.0,0.9797524158277184,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473
2025-05-06,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9797524158277184,Safe Liberal,0.215102344507607,0.5724077851221987,0.3573054406145917,0.0559097951214226,0.0,0.0070767651825113,0.0073002139592755,0.0,0.9797524158277184,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473
2025-05-07,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9797524158277184,Safe Liberal,0.215102344507607,0.5724077851221988,0.3573054406145918,0.0559097951214225,0.0,0.0070767651825113,0.0073002139592755,0.0,0.9797524158277184,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473,0.0033745973620473
2025-05-08,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9797524158277184,Safe Liberal,0.2151023445076072,0.5724077851221988,0.3573054406145916,0.0559097951214226,0.0,0.0070767651825113,0.0073002139592755,0.0,0.9797524158277184,0.0033745973620472,0.0033745973620472,0.0033745973620472,0.0033745973620472,0.0033745973620472,0.0033745973620472
2025-05-09,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9805293780439492,Safe Liberal,0.2167975268934348,0.5725906674886005,0.3557931405951657,0.0568896551687719,0.0,0.0069198084226831,0.0078067283247785,0.0,0.9805293780439492,0.0032451036593421,0.0032451036593421,0.0032451036593421,0.0032451036593421,0.0032451036593421,0.0032451036593421
2025-05-10,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9805293780439492,Safe Liberal,0.2167975268934345,0.5725906674886003,0.3557931405951659,0.0568896551687719,0.0,0.0069198084226832,0.0078067283247785,0.0,0.9805293780439492,0.0032451036593421,0.0032451036593421,0.0032451036593421,0.0032451036593421,0.0032451036593421,0.0032451036593421
2025-05-11,35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,ON,lib,lib,0.9805293780439492,Safe Liberal,0.2167975268934348,0.5725906674886005,0.3557931405951657,0.0568896551687719,0.0,0.0069198084226832,0.0078067283247785,0.0,0.9805293780439492,0.0032451036593421,0.0032451036593421,0.0032451036593421,0.0032451036593421,0.0032451036593421,0.0032451036593421
