run_date,riding_id,name,province,incumbent_party,projected_winner,win_prob,rating,projected_margin,lib_proj_vote_share,con_proj_vote_share,ndp_proj_vote_share,bq_proj_vote_share,grn_proj_vote_share,ppc_proj_vote_share,oth_proj_vote_share,lib_win_pct,con_win_pct,ndp_win_pct,bq_win_pct,grn_win_pct,ppc_win_pct,oth_win_pct
2025-04-29,48011,Calgary Nose Hill,AB,con,con,0.9939436741531962,Safe Conservative,0.2634199699690062,0.3383410989800384,0.6017610689490446,0.0436890701330574,0.0,0.0070046148251074,0.0047608687346116,0.0044432783781405,0.001009387641134,0.9939436741531962,0.001009387641134,0.001009387641134,0.001009387641134,0.001009387641134,0.001009387641134
2025-04-30,48011,Calgary Nose Hill,AB,con,con,0.9939436741531962,Safe Conservative,0.2634199699690064,0.3383410989800383,0.6017610689490447,0.0436890701330574,0.0,0.0070046148251074,0.0047608687346116,0.0044432783781405,0.001009387641134,0.9939436741531962,0.001009387641134,0.001009387641134,0.001009387641134,0.001009387641134,0.001009387641134
2025-05-01,48011,Calgary Nose Hill,AB,con,con,0.9939436741531962,Safe Conservative,0.2634199699690064,0.3383410989800382,0.6017610689490446,0.0436890701330574,0.0,0.0070046148251074,0.0047608687346116,0.0044432783781405,0.001009387641134,0.9939436741531962,0.001009387641134,0.001009387641134,0.001009387641134,0.001009387641134,0.001009387641134
2025-05-02,48011,Calgary Nose Hill,AB,con,con,0.9929057119794316,Safe Conservative,0.2574990163060065,0.3323597252664692,0.5898587415724758,0.0503169208576699,0.0,0.013781974796878,0.0068937841492498,0.0067888533572572,0.0011823813367615,0.9929057119794316,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615
2025-05-03,48011,Calgary Nose Hill,AB,con,con,0.9929057119794316,Safe Conservative,0.2574990163060065,0.3323597252664692,0.5898587415724758,0.0503169208576699,0.0,0.013781974796878,0.0068937841492498,0.0067888533572573,0.0011823813367615,0.9929057119794316,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615
2025-05-04,48011,Calgary Nose Hill,AB,con,con,0.9929057119794318,Safe Conservative,0.2574990163060067,0.3323597252664691,0.5898587415724759,0.0503169208576699,0.0,0.013781974796878,0.0068937841492498,0.0067888533572572,0.0011823813367615,0.9929057119794318,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615
2025-05-05,48011,Calgary Nose Hill,AB,con,con,0.9929057119794318,Safe Conservative,0.2574990163060067,0.3323597252664691,0.5898587415724759,0.0503169208576699,0.0,0.013781974796878,0.0068937841492498,0.0067888533572572,0.0011823813367615,0.9929057119794318,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615
2025-05-06,48011,Calgary Nose Hill,AB,con,con,0.9929057119794316,Safe Conservative,0.2574990163060066,0.3323597252664691,0.5898587415724758,0.0503169208576699,0.0,0.013781974796878,0.0068937841492498,0.0067888533572572,0.0011823813367615,0.9929057119794316,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615
2025-05-07,48011,Calgary Nose Hill,AB,con,con,0.9929057119794318,Safe Conservative,0.2574990163060067,0.3323597252664691,0.5898587415724759,0.0503169208576699,0.0,0.013781974796878,0.0068937841492498,0.0067888533572572,0.0011823813367615,0.9929057119794318,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615
2025-05-08,48011,Calgary Nose Hill,AB,con,con,0.9929057119794318,Safe Conservative,0.2574990163060067,0.3323597252664692,0.5898587415724759,0.0503169208576699,0.0,0.013781974796878,0.0068937841492498,0.0067888533572572,0.0011823813367615,0.9929057119794318,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615,0.0011823813367615
