run_date,riding_id,name,province,incumbent_party,projected_winner,win_prob,rating,projected_margin,lib_proj_vote_share,con_proj_vote_share,ndp_proj_vote_share,bq_proj_vote_share,grn_proj_vote_share,ppc_proj_vote_share,oth_proj_vote_share,lib_win_pct,con_win_pct,ndp_win_pct,bq_win_pct,grn_win_pct,ppc_win_pct,oth_win_pct
2025-04-29,35049,Kitchener--Conestoga,ON,lib,lib,0.5686560628076422,Toss-up,0.0181595256300765,0.4821159399037591,0.4639564142736826,0.033957268918544,0.0,0.0092922942180744,0.0106780826859398,0.0,0.5686560628076422,0.4309149953295969,8.578837255217935e-05,8.578837255217935e-05,8.578837255217935e-05,8.578837255217935e-05,8.578837255217935e-05
2025-04-30,35049,Kitchener--Conestoga,ON,lib,lib,0.5686560628076422,Toss-up,0.0181595256300765,0.4821159399037591,0.4639564142736826,0.033957268918544,0.0,0.0092922942180744,0.0106780826859398,0.0,0.5686560628076422,0.4308994360204778,8.89002343760012e-05,8.89002343760012e-05,8.89002343760012e-05,8.89002343760012e-05,8.89002343760012e-05
2025-05-01,35049,Kitchener--Conestoga,ON,lib,lib,0.5686560628076418,Toss-up,0.0181595256300763,0.4821159399037591,0.4639564142736827,0.033957268918544,0.0,0.0092922942180744,0.0106780826859398,0.0,0.5686560628076418,0.4309059356314399,8.760031218366332e-05,8.760031218366332e-05,8.760031218366332e-05,8.760031218366332e-05,8.760031218366332e-05
2025-05-02,35049,Kitchener--Conestoga,ON,lib,lib,0.5710149718639668,Toss-up,0.0187900466699574,0.4730127248384258,0.4542226781684683,0.0390608515671965,0.0,0.018260717699682,0.0154430277262271,0.0,0.5710149718639668,0.4285327031379986,9.046499960692392e-05,9.046499960692392e-05,9.046499960692392e-05,9.046499960692392e-05,9.046499960692392e-05
2025-05-03,35049,Kitchener--Conestoga,ON,lib,lib,0.5710149718639662,Toss-up,0.0187900466699573,0.4730127248384257,0.4542226781684684,0.0390608515671965,0.0,0.018260717699682,0.0154430277262271,0.0,0.5710149718639662,0.4285300164388169,9.100233944336736e-05,9.100233944336736e-05,9.100233944336736e-05,9.100233944336736e-05,9.100233944336736e-05
2025-05-04,35049,Kitchener--Conestoga,ON,lib,lib,0.5710149718639665,Toss-up,0.0187900466699574,0.4730127248384258,0.4542226781684683,0.0390608515671965,0.0,0.018260717699682,0.0154430277262271,0.0,0.5710149718639665,0.4285249412332707,9.201738055255974e-05,9.201738055255974e-05,9.201738055255974e-05,9.201738055255974e-05,9.201738055255974e-05
2025-05-05,35049,Kitchener--Conestoga,ON,lib,lib,0.5710149718639662,Toss-up,0.0187900466699573,0.4730127248384257,0.4542226781684684,0.0390608515671965,0.0,0.018260717699682,0.0154430277262272,0.0,0.5710149718639662,0.4285261224576683,9.178113567309236e-05,9.178113567309236e-05,9.178113567309236e-05,9.178113567309236e-05,9.178113567309236e-05
2025-05-06,35049,Kitchener--Conestoga,ON,lib,lib,0.5710149718639664,Toss-up,0.0187900466699573,0.4730127248384258,0.4542226781684684,0.0390608515671966,0.0,0.018260717699682,0.0154430277262272,0.0,0.5710149718639664,0.4285351696753204,8.997169214262449e-05,8.997169214262449e-05,8.997169214262449e-05,8.997169214262449e-05,8.997169214262449e-05
2025-05-07,35049,Kitchener--Conestoga,ON,lib,lib,0.5710149718639662,Toss-up,0.0187900466699573,0.4730127248384257,0.4542226781684684,0.0390608515671965,0.0,0.018260717699682,0.0154430277262271,0.0,0.5710149718639662,0.4285203563117964,9.293436484749435e-05,9.293436484749435e-05,9.293436484749435e-05,9.293436484749435e-05,9.293436484749435e-05
2025-05-08,35049,Kitchener--Conestoga,ON,lib,lib,0.5710149718639672,Toss-up,0.0187900466699575,0.4730127248384259,0.4542226781684683,0.0390608515671966,0.0,0.018260717699682,0.0154430277262272,0.0,0.5710149718639672,0.4285336550003677,9.027462713300352e-05,9.027462713300352e-05,9.027462713300352e-05,9.027462713300352e-05,9.027462713300352e-05
2025-05-09,35049,Kitchener--Conestoga,ON,lib,lib,0.578787219270275,Toss-up,0.0208724493492085,0.4733628164790084,0.4524903671297998,0.0397621345286863,0.0,0.0178632185205358,0.0165214633419697,0.0,0.578787219270275,0.4207144220208636,9.967174177229652e-05,9.967174177229652e-05,9.967174177229652e-05,9.967174177229652e-05,9.967174177229652e-05
2025-05-10,35049,Kitchener--Conestoga,ON,lib,lib,0.5787872192702748,Toss-up,0.0208724493492084,0.4733628164790084,0.4524903671297999,0.0397621345286863,0.0,0.0178632185205358,0.0165214633419697,0.0,0.5787872192702748,0.4207345645844826,9.56432290485298e-05,9.56432290485298e-05,9.56432290485298e-05,9.56432290485298e-05,9.56432290485298e-05
