run_date,riding_id,name,province,incumbent_party,projected_winner,win_prob,rating,projected_margin,lib_proj_vote_share,con_proj_vote_share,ndp_proj_vote_share,bq_proj_vote_share,grn_proj_vote_share,ppc_proj_vote_share,oth_proj_vote_share,lib_win_pct,con_win_pct,ndp_win_pct,bq_win_pct,grn_win_pct,ppc_win_pct,oth_win_pct
2025-04-29,35029,Etobicoke Centre/Etobicoke-Centre,ON,lib,lib,0.8738857040630492,Likely Liberal,0.1202160638811964,0.5421714388606418,0.4219553749794454,0.0290252573658205,0.0,0.0005602402280573,0.0061212453759424,0.0001664431900923,0.8738857040630492,0.0210190493228275,0.0210190493228275,0.0210190493228275,0.0210190493228275,0.0210190493228275,0.0210190493228275
2025-04-30,35029,Etobicoke Centre/Etobicoke-Centre,ON,lib,lib,0.8738857040630486,Likely Liberal,0.1202160638811961,0.5421714388606416,0.4219553749794455,0.0290252573658205,0.0,0.0005602402280573,0.0061212453759424,0.0001664431900923,0.8738857040630486,0.0210190493228276,0.0210190493228276,0.0210190493228276,0.0210190493228276,0.0210190493228276,0.0210190493228276
2025-05-01,35029,Etobicoke Centre/Etobicoke-Centre,ON,lib,lib,0.8738857040630483,Likely Liberal,0.120216063881196,0.5421714388606416,0.4219553749794456,0.0290252573658205,0.0,0.0005602402280573,0.0061212453759424,0.0001664431900923,0.8738857040630483,0.0210190493228276,0.0210190493228276,0.0210190493228276,0.0210190493228276,0.0210190493228276,0.0210190493228276
2025-05-02,35029,Etobicoke Centre/Etobicoke-Centre,ON,lib,lib,0.8738497023068909,Likely Liberal,0.1201978162137286,0.538050620477705,0.4178528042639764,0.0337714882634084,0.0,0.0011136131428675,0.0089545574680808,0.0002569163839617,0.8738497023068909,0.0210250496155205,0.0210250496155205,0.0210250496155205,0.0210250496155205,0.0210250496155205,0.0210250496155205
2025-05-03,35029,Etobicoke Centre/Etobicoke-Centre,ON,lib,lib,0.8738497023068909,Likely Liberal,0.1201978162137286,0.538050620477705,0.4178528042639764,0.0337714882634084,0.0,0.0011136131428675,0.0089545574680808,0.0002569163839617,0.8738497023068909,0.0210250496155205,0.0210250496155205,0.0210250496155205,0.0210250496155205,0.0210250496155205,0.0210250496155205
2025-05-04,35029,Etobicoke Centre/Etobicoke-Centre,ON,lib,lib,0.8738497023068899,Likely Liberal,0.120197816213728,0.5380506204777048,0.4178528042639768,0.0337714882634084,0.0,0.0011136131428675,0.0089545574680808,0.0002569163839617,0.8738497023068899,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207
2025-05-05,35029,Etobicoke Centre/Etobicoke-Centre,ON,lib,lib,0.8738497023068901,Likely Liberal,0.1201978162137282,0.5380506204777048,0.4178528042639766,0.0337714882634084,0.0,0.0011136131428675,0.0089545574680808,0.0002569163839617,0.8738497023068901,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207
2025-05-06,35029,Etobicoke Centre/Etobicoke-Centre,ON,lib,lib,0.8738497023068901,Likely Liberal,0.1201978162137282,0.5380506204777048,0.4178528042639766,0.0337714882634084,0.0,0.0011136131428675,0.0089545574680808,0.0002569163839617,0.8738497023068901,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207
2025-05-07,35029,Etobicoke Centre/Etobicoke-Centre,ON,lib,lib,0.8738497023068901,Likely Liberal,0.1201978162137282,0.5380506204777048,0.4178528042639766,0.0337714882634084,0.0,0.0011136131428675,0.0089545574680808,0.0002569163839617,0.8738497023068901,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207,0.0210250496155207
2025-05-08,35029,Etobicoke Centre/Etobicoke-Centre,ON,lib,lib,0.8738497023068905,Likely Liberal,0.1201978162137284,0.5380506204777049,0.4178528042639765,0.0337714882634084,0.0,0.0011136131428675,0.0089545574680808,0.0002569163839617,0.8738497023068905,0.0210250496155206,0.0210250496155206,0.0210250496155206,0.0210250496155206,0.0210250496155206,0.0210250496155206
