riding_id,name,province,incumbent_party,projected_winner,win_prob,rating,projected_margin,lib_proj_vote_share,con_proj_vote_share,ndp_proj_vote_share,bq_proj_vote_share,grn_proj_vote_share,ppc_proj_vote_share,oth_proj_vote_share,lib_win_pct,con_win_pct,ndp_win_pct,bq_win_pct,grn_win_pct,ppc_win_pct,oth_win_pct
10001,Avalon,NL,lib,lib,0.9930019402306003,Safe Liberal,0.2580145049463093,0.5857338846379463,0.327719379691637,0.07488168026425755,0.0,0.0,0.003434781632325073,0.008230273773834191,0.9930019402306003,0.001166343294900085,0.001166343294900085,0.001166343294900085,0.001166343294900085,0.001166343294900085,0.001166343294900085
10002,Cape Spear,NL,lib,lib,0.99998457641136,Safe Liberal,0.4375330329851817,0.660148587895667,0.2226155549104853,0.1023559100558955,0.0,0.005552803147344039,0.003193796308912631,0.006133347681695566,0.99998457641136,2.570598106673628e-06,2.570598106673628e-06,2.570598106673628e-06,2.570598106673628e-06,2.570598106673628e-06,2.570598106673628e-06
10003,Central Newfoundland,NL,con,con,0.6084578267973699,Lean Conservative,0.02890572960150151,0.466470525849951,0.4953762554514525,0.03815321869859636,0.0,0.0,0.0,0.0,0.3908913384732374,0.6084578267973699,0.0001301669458785339,0.0001301669458785339,0.0001301669458785339,0.0001301669458785339,0.0001301669458785339
10004,Labrador,NL,lib,lib,0.9229565345500942,Likely Liberal,0.149645537594682,0.5133953688848506,0.3637498312901686,0.1166799774678141,0.0,0.0,0.006174822357166805,0.0,0.9229565345500942,0.01284057757498577,0.01284057757498577,0.01284057757498577,0.01284057757498577,0.01284057757498577,0.01284057757498577
10005,Long Range Mountains,NL,con,lib,0.5142361061570664,Toss-up,0.003747556307699518,0.4496688072550527,0.4459212509473532,0.06596099130306333,0.0,0.0,0.01500438322520493,0.02344456726932597,0.5142361061570664,0.4854967557578902,5.342761700868166e-05,5.342761700868166e-05,5.342761700868166e-05,5.342761700868166e-05,5.342761700868166e-05
10006,St. John's East/St. John's-Est,NL,lib,lib,0.999799906305147,Safe Liberal,0.3716834218215874,0.5906164012350658,0.2189329794134783,0.1768672714419929,0.0,0.006295016147343963,0.003759018396226429,0.003529313365892736,0.999799906305147,3.334894914216468e-05,3.334894914216468e-05,3.334894914216468e-05,3.334894914216468e-05,3.334894914216468e-05,3.334894914216468e-05
10007,Terra Nova--The Peninsulas/Terra Nova--Les Péninsules,NL,con,lib,0.7416201571710148,Lean Liberal,0.06807430319938845,0.5026320190465137,0.4345577158471252,0.0550205958360413,0.0,0.0,0.007789669270319834,0.0,0.7416201571710148,0.2512814954985185,0.001419669466093325,0.001419669466093325,0.001419669466093325,0.001419669466093325,0.001419669466093325
11001,Cardigan,PE,lib,lib,0.9877690928385391,Safe Liberal,0.2362208387297925,0.5616467966881005,0.3254259579583079,0.04066370558636101,0.0,0.03934627579518213,0.01021587792516913,0.02270138604687934,0.9877690928385391,0.002038484526910384,0.002038484526910384,0.002038484526910384,0.002038484526910384,0.002038484526910384,0.002038484526910384
11002,Charlottetown,PE,lib,lib,0.9993657453551782,Safe Liberal,0.3384048081992568,0.6057179114521791,0.2673131032529223,0.06026103946758436,0.0,0.05969063145230381,0.00701731437501059,0.0,0.9993657453551782,0.0001057091074703134,0.0001057091074703134,0.0001057091074703134,0.0001057091074703134,0.0001057091074703134,0.0001057091074703134
11003,Egmont,PE,lib,lib,0.9157114358552135,Likely Liberal,0.1445581466445615,0.5105660275012798,0.3660078808567183,0.04092761916262364,0.0,0.07310668043590218,0.009391792043476217,0.0,0.9157114358552135,0.01404809402413268,0.01404809402413268,0.01404809402413268,0.01404809402413268,0.01404809402413268,0.01404809402413268
11004,Malpeque,PE,lib,lib,0.9787633712842981,Safe Liberal,0.2130224670559608,0.5304136051947324,0.3173911381387715,0.03074565627304035,0.0,0.1137993078922238,0.007650292501231938,0.0,0.9787633712842981,0.003539438119284048,0.003539438119284048,0.003539438119284048,0.003539438119284048,0.003539438119284048,0.003539438119284048
12001,Acadie--Annapolis,NS,con,con,0.5385137992885123,Toss-up,0.01015213515507712,0.4449248099913453,0.4550769451464224,0.06227535377632979,0.0,0.02255134843153766,0.01517154265436491,0.0,0.4611523709945378,0.5385137992885123,6.676594338997217e-05,6.676594338997217e-05,6.676594338997217e-05,6.676594338997217e-05,6.676594338997217e-05
12002,Cape Breton--Canso--Antigonish,NS,lib,lib,0.9017724887857129,Likely Liberal,0.1356258049962555,0.5219591475636791,0.3863333425674236,0.07012552877252423,0.0,0.002330644305150593,0.0117224342081578,0.007528902583064608,0.9017724887857129,0.01637125186904971,0.01637125186904971,0.01637125186904971,0.01637125186904971,0.01637125186904971,0.01637125186904971
12003,Central Nova/Nova-Centre,NS,lib,lib,0.9152701027442598,Likely Liberal,0.1442590623077228,0.5172715206305033,0.3730124583227805,0.06781508237363033,0.0,0.01950455612428353,0.01144434682668117,0.010952035722121,0.9152701027442598,0.01412164954262498,0.01412164954262498,0.01412164954262498,0.01412164954262498,0.01412164954262498,0.01412164954262498
12004,Cumberland--Colchester,NS,lib,lib,0.6385799448437397,Lean Liberal,0.03723864786133763,0.4642370596367675,0.4269984117754299,0.06227427865629625,0.0,0.03158376449073011,0.01195056232847031,0.002955923112306059,0.6385799448437397,0.3602934340366959,0.0002253242239128805,0.0002253242239128805,0.0002253242239128805,0.0002253242239128805,0.0002253242239128805
12005,Dartmouth--Cole Harbour,NS,lib,lib,0.9999978099104087,Safe Liberal,0.4821938941777124,0.6431540698290631,0.1609601756513507,0.1394354991469478,0.0,0.02741597153300961,0.02541599874598985,0.003618285093638921,0.9999978099104087,3.650149318912693e-07,3.650149318912693e-07,3.650149318912693e-07,3.650149318912693e-07,3.650149318912693e-07,3.650149318912693e-07
12006,Halifax,NS,lib,lib,0.9996037972123691,Safe Liberal,0.3523088195416617,0.5825394940804831,0.1578963239339721,0.2302306745388214,0.0,0.02086246968359695,0.006830535583835035,0.001640502179291479,0.9996037972123691,6.603379793848446e-05,6.603379793848446e-05,6.603379793848446e-05,6.603379793848446e-05,6.603379793848446e-05,6.603379793848446e-05
12007,Halifax West/Halifax-Ouest,NS,lib,lib,0.9998765799341869,Safe Liberal,0.3848663686122701,0.6209520644954322,0.2360856958831621,0.1105955987021383,0.0,0.02325527281771114,0.008281676842862273,0.0008296912586940035,0.9998765799341869,2.057001096885533e-05,2.057001096885533e-05,2.057001096885533e-05,2.057001096885533e-05,2.057001096885533e-05,2.057001096885533e-05
12008,Kings--Hants,NS,lib,lib,0.996038634345442,Safe Liberal,0.2788019342782173,0.5792619147709475,0.3004599804927301,0.07791388575346485,0.0,0.0279266672580608,0.01443755172479692,0.0,0.996038634345442,0.0006602276090930683,0.0006602276090930683,0.0006602276090930683,0.0006602276090930683,0.0006602276090930683,0.0006602276090930683
12009,Sackville--Bedford--Preston,NS,lib,lib,0.9984852770418707,Safe Liberal,0.3112867031161021,0.5917195379326805,0.2804328348165784,0.09548507521575485,0.0,0.02161878075866209,0.0107437712763241,0.0,0.9984852770418707,0.0002524538263549065,0.0002524538263549065,0.0002524538263549065,0.0002524538263549065,0.0002524538263549065,0.0002524538263549065
12010,South Shore--St. Margarets,NS,lib,lib,0.8915163062004156,Likely Liberal,0.1296320657919062,0.5107885123399826,0.3811564465480764,0.04653676720130791,0.0,0.0347534582929889,0.0103996838991263,0.01636513171851782,0.8915163062004156,0.01808061563326614,0.01808061563326614,0.01808061563326614,0.01808061563326614,0.01808061563326614,0.01808061563326614
