riding_id,name,province,incumbent_party,projected_winner,win_prob,rating,projected_margin,lib_proj_vote_share,con_proj_vote_share,ndp_proj_vote_share,bq_proj_vote_share,grn_proj_vote_share,ppc_proj_vote_share,oth_proj_vote_share,lib_win_pct,con_win_pct,ndp_win_pct,bq_win_pct,grn_win_pct,ppc_win_pct,oth_win_pct
10001,Avalon,NL,lib,lib,0.9892746080231642,Safe Liberal,0.2414871930289861,0.5784481035807169,0.3369609105517307,0.07417104015167097,0.0,0.0,0.003122936722783398,0.007297008993098167,0.9892746080231642,0.001787565329472829,0.001787565329472829,0.001787565329472829,0.001787565329472829,0.001787565329472829,0.001787565329472829
10002,Cape Spear,NL,lib,lib,0.9999737763631285,Safe Liberal,0.4246525337657728,0.6544160722329033,0.2297635384671305,0.1017700335877938,0.0,0.005676945174665901,0.002914871894630738,0.005458538642875782,0.9999737763631285,4.370606145258396e-06,4.370606145258396e-06,4.370606145258396e-06,4.370606145258396e-06,4.370606145258396e-06,4.370606145258396e-06
10003,Central Newfoundland,NL,con,con,0.6772488233331144,Lean Conservative,0.04830041738038665,0.4571005599847237,0.5054009773651104,0.03749846265016595,0.0,0.0,0.0,0.0,0.3210122155857062,0.6772488233331144,0.0003477922162358681,0.0003477922162358681,0.0003477922162358681,0.0003477922162358681,0.0003477922162358681
10004,Labrador,NL,lib,lib,0.8968746670737516,Likely Liberal,0.132709535679157,0.5058945654615049,0.3731850297823479,0.1153185410905018,0.0,0.0,0.005601863665645544,0.0,0.8968746670737516,0.01718755548771002,0.01718755548771002,0.01718755548771002,0.01718755548771002,0.01718755548771002,0.01718755548771002
10005,Long Range Mountains,NL,con,con,0.5544936606045328,Toss-up,0.01438692664305824,0.4430411108773916,0.4574280375204498,0.0651828243593067,0.0,0.0,0.01361035373449565,0.02073767350835613,0.4451299399873941,0.5544936606045328,7.527988161464469e-05,7.527988161464469e-05,7.527988161464469e-05,7.527988161464469e-05,7.527988161464469e-05
10006,St. John's East/St. John's-Est,NL,lib,lib,0.9996904330032009,Safe Liberal,0.3594125415930816,0.5853046039922726,0.225892062399191,0.1757999101502946,0.0,0.006433739165522803,0.003429658577645806,0.003140025715073213,0.9996904330032009,5.159449946651773e-05,5.159449946651773e-05,5.159449946651773e-05,5.159449946651773e-05,5.159449946651773e-05,5.159449946651773e-05
10007,Terra Nova--The Peninsulas/Terra Nova--Les Péninsules,NL,con,lib,0.6807682992412265,Lean Liberal,0.04933242620289019,0.4940220310731322,0.444689604870242,0.05423956411213791,0.0,0.0,0.007048799944487988,0.0,0.6807682992412265,0.3170863264257174,0.0004290748666112549,0.0004290748666112549,0.0004290748666112549,0.0004290748666112549,0.0004290748666112549
11001,Cardigan,PE,lib,lib,0.982042692679031,Safe Liberal,0.2202713981568155,0.5551989748564324,0.334927576699617,0.04031689310496733,0.0,0.04011244783020887,0.009297390320969654,0.02014671718780488,0.982042692679031,0.002992884553495176,0.002992884553495176,0.002992884553495176,0.002992884553495176,0.002992884553495176,0.002992884553495176
11002,Charlottetown,PE,lib,lib,0.9989642055561867,Safe Liberal,0.3233653073958967,0.5982445298902478,0.2748792224943511,0.05969523612295841,0.0,0.06080015094604949,0.006380860546393281,0.0,0.9989642055561867,0.0001726324073022361,0.0001726324073022361,0.0001726324073022361,0.0001726324073022361,0.0001726324073022361,0.0001726324073022361
11003,Egmont,PE,lib,lib,0.8874453170615771,Likely Liberal,0.1273663690911457,0.5021660643137754,0.3747996952226297,0.04037445412750874,0.0,0.07415538173195763,0.008504404604128444,0.0,0.8874453170615771,0.01875911382307261,0.01875911382307261,0.01875911382307261,0.01875911382307261,0.01875911382307261,0.01875911382307261
11004,Malpeque,PE,lib,lib,0.9695533383205973,Safe Liberal,0.1967917069467917,0.522004724405735,0.3252130174589433,0.03034857343930154,0.0,0.1155020156595805,0.006931669036439671,0.0,0.9695533383205973,0.00507444361323436,0.00507444361323436,0.00507444361323436,0.00507444361323436,0.00507444361323436,0.00507444361323436
12001,Acadie--Annapolis,NS,con,con,0.6064468532332775,Lean Conservative,0.02835641881739859,0.4368797380609076,0.4652361568783062,0.06133187169085715,0.0,0.02283694252108499,0.01371529084884384,0.0,0.3928914905011429,0.6064468532332775,0.0001323312531159121,0.0001323312531159121,0.0001323312531159121,0.0001323312531159121,0.0001323312531159121
12002,Cape Breton--Canso--Antigonish,NS,lib,lib,0.8694998117312897,Likely Liberal,0.1180191940573286,0.5145088991927104,0.3964897051353818,0.06933096775447595,0.0,0.002369313560044687,0.01063834772398289,0.006662766633404213,0.8694998117312897,0.02175003137812087,0.02175003137812087,0.02175003137812087,0.02175003137812087,0.02175003137812087,0.02175003137812087
12003,Central Nova/Nova-Centre,NS,lib,lib,0.8869830135667245,Likely Liberal,0.1271128048762965,0.5100617288398611,0.3829489239635646,0.0670695202182755,0.0,0.01983491784135164,0.01038951276748768,0.009695396369459377,0.8869830135667245,0.01883616440554807,0.01883616440554807,0.01883616440554807,0.01883616440554807,0.01883616440554807,0.01883616440554807
12004,Cumberland--Colchester,NS,lib,lib,0.5730309437817251,Toss-up,0.01932943949670557,0.456254610051013,0.4369251705543074,0.06138622120504141,0.0,0.03201264183089742,0.0108132389458976,0.002608117412843278,0.5730309437817251,0.426503136252956,9.318399306378763e-05,9.318399306378763e-05,9.318399306378763e-05,9.318399306378763e-05,9.318399306378763e-05
12005,Dartmouth--Cole Harbour,NS,lib,lib,0.9999966745289781,Safe Liberal,0.4729634202116663,0.6396284755905489,0.1666650553788826,0.1390851806530706,0.0,0.02811943384299891,0.02327126265343417,0.00323059188106473,0.9999966745289781,5.542451703145011e-07,5.542451703145011e-07,5.542451703145011e-07,5.542451703145011e-07,5.542451703145011e-07,5.542451703145011e-07
12006,Halifax,NS,lib,lib,0.9995581985106706,Safe Liberal,0.3491326415440738,0.5784162715838344,0.1632301923796836,0.2292836300397605,0.0,0.02136343138734607,0.006244100512824566,0.001462374096550868,0.9995581985106706,7.36335815549041e-05,7.36335815549041e-05,7.36335815549041e-05,7.36335815549041e-05,7.36335815549041e-05,7.36335815549041e-05
12007,Halifax West/Halifax-Ouest,NS,lib,lib,0.9997980355986468,Safe Liberal,0.3714254797344713,0.6147848769303209,0.2433593971958496,0.1098241068413772,0.0,0.02374524765018645,0.007548894923518961,0.0007374764587468889,0.9997980355986468,3.366073355887506e-05,3.366073355887506e-05,3.366073355887506e-05,3.366073355887506e-05,3.366073355887506e-05,3.366073355887506e-05
12008,Kings--Hants,NS,lib,lib,0.9939066701161697,Safe Liberal,0.2631939577710708,0.572209106722727,0.3090151489516562,0.07719503875909528,0.0,0.02845044505466698,0.01313026051185451,0.0,0.9939066701161697,0.001015554980638494,0.001015554980638494,0.001015554980638494,0.001015554980638494,0.001015554980638494,0.001015554980638494
12009,Sackville--Bedford--Preston,NS,lib,lib,0.9976133914932247,Safe Liberal,0.2962951827143597,0.5849056988578343,0.2886105161434745,0.09466733981660364,0.0,0.02203897056260363,0.00977747461948381,0.0,0.9976133914932247,0.0003977680844625955,0.0003977680844625955,0.0003977680844625955,0.0003977680844625955,0.0003977680844625955,0.0003977680844625955
12010,South Shore--St. Margarets,NS,lib,lib,0.8576520087587904,Likely Liberal,0.1123283688641052,0.5035307580695166,0.3912023892054114,0.0460124998728444,0.0,0.03533239481296073,0.009438544374002756,0.0144834136652641,0.8576520087587904,0.02372466520687096,0.02372466520687096,0.02372466520687096,0.02372466520687096,0.02372466520687096,0.02372466520687096
12011,Sydney--Glace Bay,NS,lib,lib,0.9469589809986556,Likely Liberal,0.1696803015747456,0.5232069402774039,0.3535266387026583,0.08222426996952978,0.0,0.003291707855935358,0.01225483077729501,0.02549561241717779,0.9469589809986556,0.008840169833558406,0.008840169833558406,0.008840169833558406,0.008840169833558406,0.008840169833558406,0.008840169833558406
13001,Acadie--Bathurst,NB,lib,lib,0.9999945741286624,Safe Liberal,0.4619285527955331,0.6799926850583725,0.2180641322628394,0.06299104386420556,0.0,0.01315784702397835,0.02132901020646149,0.004465281584142779,0.9999945741286624,9.04311889593604e-07,9.04311889593604e-07,9.04311889593604e-07,9.04311889593604e-07,9.04311889593604e-07,9.04311889593604e-07
13002,Beauséjour,NB,lib,lib,0.9985986674421573,Safe Liberal,0.3137916466456526,0.5919501645049824,0.2781585178593298,0.04645430207179072,0.0,0.05615957842983358,0.01724027998887823,0.01003715714518528,0.9985986674421573,0.0002335554263071423,0.0002335554263071423,0.0002335554263071423,0.0002335554263071423,0.0002335554263071423,0.0002335554263071423
13003,Fredericton--Oromocto,NB,lib,lib,0.9902138106096482,Safe Liberal,0.2451086572769473,0.5391232422799664,0.2940145850030191,0.04653619261334461,0.0,0.1011105589798509,0.002554778953775337,0.01666064217004361,0.9902138106096482,0.00163103156505882,0.00163103156505882,0.00163103156505882,0.00163103156505882,0.00163103156505882,0.00163103156505882
13004,Fundy Royal,NB,con,con,0.8735050917685977,Likely Conservative,0.1200233320345738,0.3719946957555896,0.4920180277901634,0.06207404122349678,0.0,0.05204891969403678,0.02186431553671338,0.0,0.02108248470523612,0.8735050917685977,0.02108248470523612,0.02108248470523612,0.02108248470523612,0.02108248470523612,0.02108248470523612
13005,Madawaska--Restigouche,NB,lib,lib,0.9762586183592299,Safe Liberal,0.2080997536632144,0.5583761336371733,0.3502763799739589,0.03971739523309659,0.0,0.01277463895082956,0.0242441043284807,0.01461134787646091,0.9762586183592299,0.003956896940128803,0.003956896940128803,0.003956896940128803,0.003956896940128803,0.003956896940128803,0.003956896940128803
