riding_id,name,province,incumbent_party,projected_winner,win_prob,rating,projected_margin,lib_proj_vote_share,con_proj_vote_share,ndp_proj_vote_share,bq_proj_vote_share,grn_proj_vote_share,ppc_proj_vote_share,oth_proj_vote_share,lib_win_pct,con_win_pct,ndp_win_pct,bq_win_pct,grn_win_pct,ppc_win_pct,oth_win_pct
10001,Avalon,NL,lib,lib,0.9892882807063956,Safe Liberal,0.2415378948275351,0.5782852444624538,0.3367473496349186,0.07468829683099074,0.0,0.0,0.003157261756607989,0.007121847315028857,0.9892882807063956,0.001785286548934266,0.001785286548934266,0.001785286548934266,0.001785286548934266,0.001785286548934266,0.001785286548934266
10002,Cape Spear,NL,lib,lib,0.9999735708851258,Safe Liberal,0.424460482944358,0.6539954336781229,0.2295349507337648,0.1024427325109084,0.0,0.005755454124568154,0.002945845236665381,0.00532558371597028,0.9999735708851258,4.404852479027206e-06,4.404852479027206e-06,4.404852479027206e-06,4.404852479027206e-06,4.404852479027206e-06,4.404852479027206e-06
10003,Central Newfoundland,NL,con,con,0.6766244338831963,Lean Conservative,0.04811781812415938,0.4570575648475673,0.5051753829717267,0.037767052180706,0.0,0.0,0.0,0.0,0.3217121115585896,0.6766244338831963,0.0003326909116428021,0.0003326909116428021,0.0003326909116428021,0.0003326909116428021,0.0003326909116428021
10004,Labrador,NL,lib,lib,0.8969250250257413,Likely Liberal,0.132739001160973,0.5055060364443923,0.3727670352834193,0.1160662488279309,0.0,0.0,0.005660679444257682,0.0,0.8969250250257413,0.01717916249571173,0.01717916249571173,0.01717916249571173,0.01717916249571173,0.01717916249571173,0.01717916249571173
10005,Long Range Mountains,NL,con,con,0.5538883729964823,Toss-up,0.01422613697683112,0.443052957980627,0.4572790949574581,0.06565763943998879,0.0,0.0,0.0137641919620721,0.02024611565985396,0.4457504615023813,0.5538883729964823,7.22331002272535e-05,7.22331002272535e-05,7.22331002272535e-05,7.22331002272535e-05,7.22331002272535e-05
10006,St. John's East/St. John's-Est,NL,lib,lib,0.9996863898762985,Safe Liberal,0.3590420390609781,0.5845717877639137,0.2255297487029356,0.1768540613402508,0.0,0.006518737590053692,0.003463988925602663,0.003061675677243366,0.9996863898762985,5.22683539502489e-05,5.22683539502489e-05,5.22683539502489e-05,5.22683539502489e-05,5.22683539502489e-05,5.22683539502489e-05
10007,Terra Nova--The Peninsulas/Terra Nova--Les Péninsules,NL,con,lib,0.6812479904570488,Lean Liberal,0.04947345264157593,0.4938657522447067,0.4443922996031308,0.05461592098763129,0.0,0.0,0.007126027164531221,0.0,0.6812479904570488,0.3165865746955128,0.0004330869694877056,0.0004330869694877056,0.0004330869694877056,0.0004330869694877056,0.0004330869694877056
11001,Cardigan,PE,lib,lib,0.9820569092673249,Safe Liberal,0.2203051972684266,0.5549868373930924,0.3346816401246658,0.04059397331693917,0.0,0.04067778816100204,0.009398635054758079,0.01966112594954243,0.9820569092673249,0.002990515122112855,0.002990515122112855,0.002990515122112855,0.002990515122112855,0.002990515122112855,0.002990515122112855
11002,Charlottetown,PE,lib,lib,0.9989535740889661,Safe Liberal,0.3230458131058703,0.5974744978851582,0.2744286847792878,0.06005107526518208,0.0,0.06160123677341273,0.00644450529695934,0.0,0.9989535740889661,0.000174404318505666,0.000174404318505666,0.000174404318505666,0.000174404318505666,0.000174404318505666,0.000174404318505666
11003,Egmont,PE,lib,lib,0.8873772421285037,Likely Liberal,0.1273289847190154,0.5014987022132869,0.3741697174942714,0.04061342295139925,0.0,0.07512928669239499,0.008588870648647563,0.0,0.8873772421285037,0.01877045964525153,0.01877045964525153,0.01877045964525153,0.01877045964525153,0.01877045964525153,0.01877045964525153
11004,Malpeque,PE,lib,lib,0.9693887751956618,Safe Liberal,0.1965414186871668,0.5210374327779564,0.3244960140907896,0.03051218089187973,0.0,0.1169575312326335,0.006996841006740683,0.0,0.9693887751956618,0.005101870800723615,0.005101870800723615,0.005101870800723615,0.005101870800723615,0.005101870800723615,0.005101870800723615
12001,Acadie--Annapolis,NS,con,con,0.6057670530701478,Lean Conservative,0.02817090302999647,0.4365451012802555,0.464716004310252,0.06172966379153961,0.0,0.02314991028379523,0.01385932033415762,0.0,0.3935849637823673,0.6057670530701478,0.0001295966294969928,0.0001295966294969928,0.0001295966294969928,0.0001295966294969928,0.0001295966294969928
12002,Cape Breton--Canso--Antigonish,NS,lib,lib,0.8696961098847282,Likely Liberal,0.1181164150780296,0.5143239335446901,0.3962075184666605,0.06980902667678014,0.0,0.002402760704761689,0.01075443799430454,0.006502322612803169,0.8696961098847282,0.02171731501921444,0.02171731501921444,0.02171731501921444,0.02171731501921444,0.02171731501921444,0.02171731501921444
12003,Central Nova/Nova-Centre,NS,lib,lib,0.8871071479363992,Likely Liberal,0.1271808172609541,0.5097935028048564,0.3826126855439023,0.06752074638566843,0.0,0.02011157583889878,0.01050113964533256,0.009460349781341493,0.8871071479363992,0.01881547534393561,0.01881547534393561,0.01881547534393561,0.01881547534393561,0.01881547534393561,0.01881547534393561
12004,Cumberland--Colchester,NS,lib,lib,0.573546697569397,Toss-up,0.01946751584127399,0.455882978207634,0.43641546236636,0.06178136342930333,0.0,0.03244978055818661,0.01092626189821956,0.002544153540296687,0.573546697569397,0.4259817706941694,9.430634728673221e-05,9.430634728673221e-05,9.430634728673221e-05,9.430634728673221e-05,9.430634728673221e-05
12005,Dartmouth--Cole Harbour,NS,lib,lib,0.9999965731092553,Safe Liberal,0.4722930948584972,0.6386426445581518,0.1663495496996546,0.1398786592555101,0.0,0.0284826789498751,0.02349739771626631,0.003149069820541975,0.9999965731092553,5.711484574548641e-07,5.711484574548641e-07,5.711484574548641e-07,5.711484574548641e-07,5.711484574548641e-07,5.711484574548641e-07
12006,Halifax,NS,lib,lib,0.9995215297589563,Safe Liberal,0.3467918417590081,0.5772896460405816,0.1628548560092051,0.2304978042815735,0.0,0.0216305924287808,0.006302209660309414,0.001424891579549436,0.9995215297589563,7.974504017396728e-05,7.974504017396728e-05,7.974504017396728e-05,7.974504017396728e-05,7.974504017396728e-05,7.974504017396728e-05
12007,Halifax West/Halifax-Ouest,NS,lib,lib,0.9997956117432144,Safe Liberal,0.3710945661656243,0.6140953809411821,0.2430008147755578,0.1104970827155439,0.0,0.02406209825566024,0.007625454435271579,0.0007191688767843185,0.9997956117432144,3.406470946426931e-05,3.406470946426931e-05,3.406470946426931e-05,3.406470946426931e-05,3.406470946426931e-05,3.406470946426931e-05
12008,Kings--Hants,NS,lib,lib,0.9938808205741786,Safe Liberal,0.2630367951459654,0.5716309471800887,0.3085941520341233,0.07767671205360688,0.0,0.02883328796740435,0.01326490076477689,0.0,0.9938808205741786,0.001019863237637018,0.001019863237637018,0.001019863237637018,0.001019863237637018,0.001019863237637018,0.001019863237637018
12009,Sackville--Bedford--Preston,NS,lib,lib,0.9975992651602794,Safe Liberal,0.2960964047472925,0.5843127613850833,0.2882163566377907,0.09525771710880784,0.0,0.02233546306921612,0.009877701799102094,0.0,0.9975992651602794,0.00040012247328681,0.00040012247328681,0.00040012247328681,0.00040012247328681,0.00040012247328681,0.00040012247328681
12010,South Shore--St. Margarets,NS,lib,lib,0.8578340431416324,Likely Liberal,0.1124133140723198,0.5032939561603254,0.3908806420880055,0.04632463617381714,0.0,0.03582720451783731,0.009540484443640317,0.01413307661637444,0.8578340431416324,0.02369432614306397,0.02369432614306397,0.02369432614306397,0.02369432614306397,0.02369432614306397,0.02369432614306397
12011,Sydney--Glace Bay,NS,lib,lib,0.9470778418026934,Likely Liberal,0.1697958595638002,0.5231791985029323,0.353383338939132,0.08281661500426192,0.0,0.003339199705534043,0.01239235898520839,0.02488928886293128,0.9470778418026934,0.008820359699552107,0.008820359699552107,0.008820359699552107,0.008820359699552107,0.008820359699552107,0.008820359699552107
13001,Acadie--Bathurst,NB,lib,lib,0.9999945145661655,Safe Liberal,0.4616797113304631,0.6795133486106714,0.2178336372802082,0.06340347106831297,0.0,0.01333898309351832,0.02155431120042171,0.004356248746867579,0.9999945145661655,9.142389724160414e-07,9.142389724160414e-07,9.142389724160414e-07,9.142389724160414e-07,9.142389724160414e-07,9.142389724160414e-07
13002,Beauséjour,NB,lib,lib,0.9985891044067619,Safe Liberal,0.3135733733622046,0.5913537072878828,0.2777803339256782,0.04674429294739878,0.0,0.05691544748586246,0.01741711374161109,0.009789104611566565,0.9985891044067619,0.0002351492655397182,0.0002351492655397182,0.0002351492655397182,0.0002351492655397182,0.0002351492655397182,0.0002351492655397182
13003,Fredericton--Oromocto,NB,lib,lib,0.9901582367975945,Safe Liberal,0.244886103865496,0.5384061772871798,0.2935200734216838,0.04681158048640222,0.0,0.1024383625218953,0.002580150289931941,0.01624365599290708,0.9901582367975945,0.001640293867067768,0.001640293867067768,0.001640293867067768,0.001640293867067768,0.001640293867067768,0.001640293867067768
13004,Fundy Royal,NB,con,con,0.8728589579141157,Likely Conservative,0.1196970700244932,0.3715201051833171,0.4912171752078103,0.06244477011733118,0.0,0.05273530122457425,0.02208264826696706,0.0,0.02119017368098313,0.8728589579141157,0.02119017368098313,0.02119017368098313,0.02119017368098313,0.02119017368098313,0.02119017368098313
13005,Madawaska--Restigouche,NB,lib,lib,0.9762937023117874,Safe Liberal,0.2081656165649202,0.5582217971398588,0.3500561805749386,0.03999458356858736,0.0,0.01295605298382105,0.02451070385320208,0.01426068187959222,0.9762937023117874,0.003951049614702557,0.003951049614702557,0.003951049614702557,0.003951049614702557,0.003951049614702557,0.003951049614702557
13006,Miramichi--Grand Lake,NB,con,con,0.506888096826601,Toss-up,0.001812948927104818,0.4484598886016395,0.4502728375287443,0.03859697573983827,0.0,0.05306956671592518,0.009240188739002954,0.0003605426748499266,0.4928563518139601,0.506888096826601,5.111027188779012e-05,5.111027188779012e-05,5.111027188779012e-05,5.111027188779012e-05,5.111027188779012e-05
13007,Moncton--Dieppe,NB,lib,lib,0.9990126135044086,Safe Liberal,0.3248591930902213,0.5967281732660856,0.2718689801758644,0.07178596559760952,0.0,0.04875850349102505,0.01085837746941548,0.0,0.9990126135044086,0.0001645644159319155,0.0001645644159319155,0.0001645644159319155,0.0001645644159319155,0.0001645644159319155,0.0001645644159319155
13008,Saint John--Kennebecasis,NB,lib,lib,0.9724509370233381,Safe Liberal,0.201393953073477,0.5490280616345699,0.3476341085610929,0.05492698108954241,0.0,0.03644002605588159,0.008512960513271287,0.003457862145641937,0.9724509370233381,0.004591510496110845,0.004591510496110845,0.004591510496110845,0.004591510496110845,0.004591510496110845,0.004591510496110845
13009,Saint John--St. Croix,NB,con,con,0.8414311850052745,Likely Conservative,0.1050340120743082,0.3868705257061621,0.4919045377804703,0.05907254879398423,0.0,0.04218036608286849,0.01315687177094738,0.00681514986556747,0.02642813583245726,0.8414311850052745,0.02642813583245726,0.02642813583245726,0.02642813583245726,0.02642813583245726,0.02642813583245726
13010,Tobique--Mactaquac,NB,con,con,0.9785211665426953,Safe Conservative,0.2125256529251094,0.332858085663166,0.5453837385882754,0.04620203547306967,0.0,0.05256701689562064,0.01971045242873254,0.003278670951135674,0.003579805576217862,0.9785211665426953,0.003579805576217862,0.003579805576217862,0.003579805576217862,0.003579805576217862,0.003579805576217862
